id,name,rank_all,rank_futures,rank_equities_only,profit,trades,win_rate,profit_factor,avg_win,avg_loss,profit_1y,first,last,active_days,green_day_pct,daily_sharpe_ann,max_drawdown,recovery_factor,worst_day,best_day,top5pct_days_share_of_profit,profitable_years,years,recent_asset_mix,recent_median_hold_min,tickers_hidden,twitter,url
11253,Steven Dux,1,,,11772880.56,4334,0.6135,1.77,10168.084,-9112.8685,-33219.16,2016-02-25,2025-12-19,1367,0.7169,2.4821,901946.78,13.0527,-890000.3,383650.106,0.9122,9,10,OPT:2;STK:3,1305.4833,True,@Steven1_994,https://kinfo.com/portfolio/11253/performance
19232,Kyle Williams,2,,,10026938.3,5151,0.5545,1.86,8124.7863,-5449.6485,2364879.37,2019-04-03,2026-09-22,1761,0.5525,2.6121,750632.2912,13.358,-383912.1263,453152.7921,0.9467,8,8,STK:3;OPT:2,47.5667,False,@traderkylec,https://kinfo.com/portfolio/19232/performance
96547,David Veprek/Heliomaster Trading,3,,,10015335.48,22708,0.4764,1.29,4433.1517,-3124.6183,1464564.42,2016-03-21,2026-09-22,2256,0.6099,1.5443,1588050.2598,6.3067,-536192.4957,612806.6959,1.3156,10,11,STK:5,112.7667,True,@veptrader,https://kinfo.com/portfolio/96547/performance
39758,madaz,4,,1,9023711.52,53701,0.9309,1.17,1553.0825,-17865.9204,-255741.32,2017-06-28,2026-09-22,2274,0.8325,0.5268,7910176.0841,1.1408,-1766398.508,1146059.4804,2.8776,6,10,STK:5,2.15,True,@madaznfootballr,https://kinfo.com/portfolio/39758/performance
25458,Aikido Trading Enigma,5,,2,7212524.95,11147,0.6985,1.18,8381.5129,-16401.7779,-1000008.57,2020-05-26,2026-09-22,1538,0.6385,0.5249,4208311.8624,1.7139,-3634995.4133,395168.67,1.9373,5,7,STK:5,32.7417,False,@shiningboy,https://kinfo.com/portfolio/25458/performance
25623,jurn,6,,,5560857.75,6988,0.7572,1.07,15117.6165,-43857.6614,5852072.6,2024-03-27,2026-09-22,638,0.6442,0.7023,4061592.99,1.3691,-1231996.43,812297.02,2.4661,2,3,OPT:4;OTHER:1,1441.9333,False,,https://kinfo.com/portfolio/25623/performance
17255,edu_trades,7,,3,3404851.44,28348,0.7269,1.75,438.6444,-666.7483,805965.73,2019-01-17,2026-09-22,1784,0.8066,4.8638,133931.8692,25.4223,-92487.1437,52489.8241,0.4082,8,8,STK:5,,True,@edu_trades,https://kinfo.com/portfolio/17255/performance
60674,Bobdog,8,,,3404331.03,4445,0.7532,2.67,1625.2122,-1856.7726,3027137.97,2025-01-02,2026-09-21,388,0.7577,3.9815,333423.925,10.2102,-333423.925,218562.343,0.6587,2,2,OPT:5,8640.0,True,@Bobdog1922,https://kinfo.com/portfolio/60674/performance
91159,ravenloft,9,,,2971229.16,2197,0.8475,3.41,2257.8326,-3680.1649,888593.36,2024-01-16,2026-09-21,466,0.8476,3.7842,246801.125,12.039,-225675.99,338980.753,0.6223,3,3,STK:2;OPT:3,11792.0667,False,,https://kinfo.com/portfolio/91159/performance
75748,NeilStrikes,10,,,2724544.3,1525,0.6177,1.49,8836.5288,-9604.5726,908816.12,2014-06-17,2026-04-15,498,0.6225,0.8702,1558018.04,1.7487,-921150.77,1348318.8,1.9429,7,13,SPREAD:4;OPT:1,1440.0,False,@neilstrikes,https://kinfo.com/portfolio/75748/performance
32103,vette,11,,,2721414.42,2487,0.6389,1.85,3732.9027,-3574.7972,1666097.73,2020-06-04,2026-09-21,767,0.6128,1.6073,318616.15,8.5414,-132949.54,499792.52,1.247,6,7,OPT:4;STK:1,38154.75,False,,https://kinfo.com/portfolio/32103/performance
27034,KrisVerma,12,,4,2280493.86,10940,0.8087,1.22,1963.7615,-6806.3266,286386.53,2020-04-29,2026-09-22,1136,0.7315,1.1848,727428.7206,3.135,-173371.6024,156100.6672,1.4586,6,6,STK:5,209.8833,True,@krisverma88,https://kinfo.com/portfolio/27034/performance
75950,blacknugget,13,,5,2162830.66,1612,0.7829,1.73,4069.3582,-8493.4269,1951965.07,2024-10-03,2026-09-22,311,0.8103,2.0206,770735.36,2.8062,-348829.0517,505139.2296,1.0621,3,3,STK:5,6620.55,False,@matt415,https://kinfo.com/portfolio/75950/performance
23730,dom,14,,6,1825055.89,5609,0.3764,1.56,2531.1551,-980.4644,6136.84,2021-01-25,2026-09-22,1232,0.4635,2.0629,161294.13,11.3151,-75951.8,124419.1,1.2774,5,6,STK:5,24.95,False,@dom_mastro10,https://kinfo.com/portfolio/23730/performance
102193,Jay Gamma Trader,15,1,,1767164.32,4371,0.4619,1.43,2926.4487,-1760.0174,1799491.47,2024-03-22,2026-09-22,522,0.5805,1.9851,301095.3319,5.8691,-181081.5401,250715.1588,1.1676,2,3,SPREAD:1;FOP:3;FUT:1,3165.1083,False,@TotalTechnolo13,https://kinfo.com/portfolio/102193/performance
35983,Pace,16,,,1707368.78,9423,0.7153,1.2,1556.0881,-3262.5701,89800.21,2021-09-27,2026-09-22,952,0.5903,1.2913,535019.81,3.1912,-190984.42,255088.77,1.5937,5,6,STK:5,0.0,False,,https://kinfo.com/portfolio/35983/performance
28802,TctTrader,17,,,1705294.92,18815,0.4431,1.27,1034.3181,-649.8968,187647.17,2019-09-03,2026-09-22,1587,0.5482,1.7492,224385.2005,7.5999,-111053.965,101360.4387,1.284,6,8,STK:5,0.0,False,@2008beka,https://kinfo.com/portfolio/28802/performance
80802,Weekly OPTIONS,18,,,1686689.12,1259,0.5616,1.19,14747.8928,-15833.4622,-66187.22,2024-03-04,2026-09-22,416,0.6346,0.8863,1252089.87,1.3471,-571999.96,365836.8,2.2274,2,3,OPT:5,377.6667,True,@StephenOptions,https://kinfo.com/portfolio/80802/performance
15569,greenmachine,19,,7,1655622.82,3137,0.395,1.32,5453.8685,-2687.9453,394888.42,2018-12-26,2026-08-18,922,0.4501,0.8783,1181093.1232,1.4018,-220134.98,495221.11,2.612,6,9,STK:5,1159.1167,False,,https://kinfo.com/portfolio/15569/performance
27093,stratataaa,20,,8,1621183.38,8356,0.3918,1.55,1390.5604,-576.842,556700.92,2018-08-06,2026-09-23,1568,0.5364,3.0681,58992.01,27.4814,-31163.18,53264.3,0.8384,6,9,STK:5,54.2667,False,,https://kinfo.com/portfolio/27093/performance
73520,FC888,21,,,1580079.4,2783,0.4707,1.4,4232.2498,-2691.2205,506524.48,2022-09-29,2026-06-08,407,0.5528,2.0947,386057.08,4.0929,-270034.8,250251.88,0.9914,5,5,OPT:5,7269.2167,False,,https://kinfo.com/portfolio/73520/performance
45466,WingFoiler,22,,,1529388.47,1719,0.9255,4.63,1226.3757,-3295.1197,1273755.86,2024-05-17,2026-09-22,432,0.8773,2.6355,306389.24,4.9917,-275785.94,292876.06,0.6559,3,3,OTHER:5,8640.0,False,,https://kinfo.com/portfolio/45466/performance
34756,onezerozerom,23,,,1378771.35,5601,0.7984,2.11,586.9969,-1103.8783,683613.12,2020-12-30,2026-09-22,797,0.877,2.7844,84363.46,16.3432,-54036.11,221562.49,0.6271,6,7,OPT:5,15859.7667,False,,https://kinfo.com/portfolio/34756/performance
27008,Trader5000,24,2,,1369324.73,942,0.4204,1.15,26225.4852,-16512.7608,-64051.87,2023-01-03,2026-09-21,377,0.4828,0.4254,2017752.2511,0.6786,-665101.7,1225055.5,5.5169,3,4,FUT:4;OPT:1,63931.05,False,,https://kinfo.com/portfolio/27008/performance
102421,Gex,25,,,1297368.74,7123,0.8188,2.52,368.601,-660.1956,949034.66,2021-03-18,2026-09-22,633,0.8847,6.7958,44736.0,29.0006,-24432,68667.635,0.3798,5,6,OPT:5,151.3667,True,,https://kinfo.com/portfolio/102421/performance
36761,Humbled Trader,26,,9,1282257.36,9244,0.5869,1.22,1386.3093,-1611.7823,421808.27,2020-02-21,2026-09-18,1297,0.5906,1.0211,498889.2976,2.5702,-161410.7819,203756.2585,1.7798,5,7,STK:5,1358.7333,True,@HumbledTrader18,https://kinfo.com/portfolio/36761/performance
105645,longdegeneracy,27,,,1263198.1,1950,0.5862,1.09,13367.4635,-17367.7976,975754.26,2024-10-01,2026-09-22,293,0.802,0.7915,1217961.45,1.0371,-1023034.26,156589.73,1.1951,3,3,OPT:5,865.1333,False,,https://kinfo.com/portfolio/105645/performance
30098,Tradr_G,28,,10,1230934.55,10461,0.6676,1.22,990.955,-1635.2896,-214129.78,2022-09-20,2026-09-22,920,0.7815,0.4565,1906563.5682,0.6456,-721378.0099,166687.6581,1.7488,3,5,STK:5,330.5167,False,@Tradr_G,https://kinfo.com/portfolio/30098/performance
92158,sellput,29,,,1215464.39,6839,0.5002,1.24,1837.3202,-1483.326,1199821.49,2025-06-24,2026-09-11,280,0.8607,2.3524,95690.88,12.702,-77055.42,302370.66,0.9702,2,2,OPT:5,854.4833,False,,https://kinfo.com/portfolio/92158/performance
102270,bl4ckp3bbl3,30,,,1208179.01,2634,0.7373,2.13,1171.968,-1543.0388,725444.1,2019-11-22,2026-09-22,980,0.7633,2.5375,208952.681,5.7821,-51369,84245,0.9552,6,8,OPT:5,223420.2833,False,,https://kinfo.com/portfolio/102270/performance
55102,Moritz Klein,31,,11,1194858.27,1135,0.5251,1.34,11424.6548,-9420.8646,643464.87,2023-07-24,2026-09-22,738,0.3997,1.0888,418437.92,2.8555,-129053.49,128653.13,2.007,4,4,STK:5,,False,,https://kinfo.com/portfolio/55102/performance
21293,Shiba_daytrader,32,,,1180660.1,455,0.5604,1.23,24904.7042,-25846.5135,1180660.1,2026-05-12,2026-09-22,87,0.5977,2.255,413272.9622,2.8569,-208368.1936,324131.2739,0.9081,1,1,STK:5,22.2833,True,,https://kinfo.com/portfolio/21293/performance
55590,LoneWolfTrader,33,,12,1172020.61,11091,0.6641,1.26,1049.7988,-1643.23,727825.6,2024-04-01,2026-09-22,614,0.6922,1.7343,303686.8201,3.8593,-286868.8395,47083.3851,0.5842,3,3,STK:5,60.7833,False,@lonewolfetrader,https://kinfo.com/portfolio/55590/performance
14851,StockWonk,34,,,1165821.12,2997,0.4798,1.37,4687.3219,-3144.4572,-1592.48,2020-05-22,2026-09-21,1398,0.3977,1.1209,234385.5948,4.9739,-121141.61,86307.02,1.9982,5,7,STK:1;OPT:4,,False,,https://kinfo.com/portfolio/14851/performance
106212,cognitivefader,35,,,1155488.37,2670,0.827,1.86,1175.6173,-3022.0065,695230.49,2020-11-06,2026-09-22,644,0.7686,2.255,148562.7738,7.7778,-148562.7738,78567.28,0.8144,5,7,STK:5,,True,,https://kinfo.com/portfolio/106212/performance
103669,Daniel Duy Tran,36,,,1152604.42,6153,0.6946,1.28,1239.6947,-2206.4133,786298.81,2020-06-08,2026-09-14,660,0.7,1.5203,411617.59,2.8002,-265995.07,139960.72,1.2597,3,6,OPT:5,17.5,False,,https://kinfo.com/portfolio/103669/performance
31141,OVTrader,37,,,1114261.75,4580,0.657,1.45,1189.1318,-1568.3233,16908.02,2022-05-10,2025-10-24,630,0.6603,2.1654,161227.17,6.9111,-90930.22,181465.82,0.871,4,4,OPT:5,,False,,https://kinfo.com/portfolio/31141/performance
83517,jayco,38,,13,1105952.28,6090,0.5268,1.15,2578.1933,-2485.2156,604873.56,2023-01-03,2026-09-08,829,0.5416,1.0738,771466.3251,1.4336,-108629.9191,160239.1103,2.1172,3,4,STK:5,10080.0,False,,https://kinfo.com/portfolio/83517/performance
67094,ZuneTrades,39,,,1065977.72,3710,0.6431,1.28,2015.5338,-2827.2385,12462.01,2023-04-26,2026-09-21,600,0.6033,1.9785,316638.387,3.3665,-84947.54,94881.98,1.1665,3,4,OPT:4;OTHER:1,240.2333,True,@zunetrades,https://kinfo.com/portfolio/67094/performance
105185,OptionsTurtle,40,,,1050088.4,3478,0.6164,1.56,1360.9873,-1400.2012,215638.94,2018-02-28,2026-09-18,672,0.8423,1.7135,188703.0,5.5648,-141445,141726,1.1333,9,9,OPT:4;STK:1,30306.5833,False,,https://kinfo.com/portfolio/105185/performance
34470,Ephixia/Tydal,41,,,1025653.85,24284,0.3732,1.15,858.1926,-443.5217,598435.34,2018-08-17,2025-12-02,1624,0.5856,1.0227,254024.63,4.0376,-61966.59,152776.24,2.1142,6,8,FUT:3;STK:2,0.0,False,,https://kinfo.com/portfolio/34470/performance
23854,JamesL,42,,14,911966.76,3010,0.5153,1.31,2484.0357,-2015.6084,44556.67,2020-03-12,2026-09-22,1143,0.6194,1.6415,148743.6108,6.1311,-46597.86,68698.6,1.1624,7,7,STK:5,,False,,https://kinfo.com/portfolio/23854/performance
14410,TQQQTrader,43,,15,888084.89,358,0.3911,1.63,16354.9452,-6430.6748,112739.87,2023-03-15,2026-08-10,84,0.4048,2.1903,421940.63,2.1048,-128101.37,347302.66,1.2012,3,4,STK:1;OTHER:4,5760.0,False,@RealTQQQTrader,https://kinfo.com/portfolio/14410/performance
25843,Huddie,44,,,874478.0,6628,0.3814,1.34,1485.1009,-681.135,66861.35,2018-05-03,2026-09-22,1643,0.482,1.6026,82835.36,10.5568,-46604.39,88340.5,1.3761,8,9,STK:5,55.6167,False,,https://kinfo.com/portfolio/25843/performance
87940,Nightfall,45,,,862238.61,1843,0.7857,2.37,1029.3935,-1590.6844,394476.51,2025-05-01,2026-05-18,242,0.7686,5.6241,63483.4684,13.5821,-30060.7114,81514.4209,0.4919,2,2,OPT:4;STK:1,107921.65,False,,https://kinfo.com/portfolio/87940/performance
52632,DonJuan,46,,16,849373.36,20835,0.3753,1.4,377.0834,-161.2662,114316.08,2019-10-02,2026-09-22,1555,0.5312,2.7483,62709.579,13.5446,-17089.4476,45760.7181,0.9833,6,8,STK:5,6.9167,False,@DonJuanKnows,https://kinfo.com/portfolio/52632/performance
96732,DHURANDHAR,47,,,813201.08,440,0.8318,2.56,3643.1709,-7029.7226,762543.31,2024-04-09,2026-09-21,211,0.8531,3.7678,121993.67,6.6659,-85173.11,127269.76,0.6018,3,3,OPT:5,84960.0,False,,https://kinfo.com/portfolio/96732/performance
85898,Rednaxela747,48,,17,778909.13,4244,0.2981,1.74,1733.2349,-422.9037,779569.39,2025-06-24,2026-09-22,296,0.4662,3.121,198047.8121,3.9329,-56713.721,76772.8936,0.8295,2,2,STK:5,,True,@AlexelA747,https://kinfo.com/portfolio/85898/performance
83024,DipNrip,49,,18,765911.58,43841,0.4805,1.49,111.2102,-69.2198,185942.29,2021-11-22,2026-08-14,1138,0.7039,6.4839,14722.74,52.0224,-7204.48,14067.72,0.3938,6,6,STK:5,4.5333,False,,https://kinfo.com/portfolio/83024/performance
102864,V85,50,,19,760981.31,171784,0.5275,1.24,43.2094,-38.8677,39623.32,2019-01-02,2026-09-22,1868,0.69,6.924,8072.8409,94.2644,-2610.2475,7513.6763,0.3848,7,8,STK:5,0.2667,False,,https://kinfo.com/portfolio/102864/performance
85876,daily_harvester,51,,,748893.82,1237,0.9329,4.69,824.7241,-2443.8282,191430.48,2024-09-13,2026-09-21,340,0.9324,5.7939,43247.4,17.3165,-39000,44073.31,0.4051,3,3,OPT:4;STK:1,15277.1167,False,,https://kinfo.com/portfolio/85876/performance
66553,WallStWizard,52,,20,744347.28,14430,0.8712,1.36,241.4494,-1199.0757,167860.97,2024-10-02,2026-09-22,480,0.7896,3.9527,132800.1874,5.605,-78704.7594,16845.795,0.3765,3,3,STK:5,6.2667,False,,https://kinfo.com/portfolio/66553/performance
80314,GAin,53,3,,715248.29,2566,0.6383,1.65,1115.6133,-1196.1369,478882.87,2023-01-04,2026-09-22,775,0.6516,2.1388,177022.9762,4.0404,-74107.7421,64521.7948,0.9713,3,4,STK:5,18720.0,False,,https://kinfo.com/portfolio/80314/performance
80847,Sunfish,54,,21,666629.89,7890,0.7176,2.26,253.9331,-285.2051,459461.99,2025-01-02,2026-09-16,396,0.8434,2.8682,166818.4261,3.9961,-166818.4261,27460.6181,0.421,2,2,STK:5,30.1333,False,@SCSunbear,https://kinfo.com/portfolio/80847/performance
12116,Roland LV,55,,22,666542.76,16028,0.5894,1.2,506.5931,-604.7691,34396.07,2017-12-28,2026-09-22,1907,0.6303,1.1393,215944.0037,3.0866,-65761.3857,87136.4356,1.7006,7,10,STK:5,,False,@Rolixxs,https://kinfo.com/portfolio/12116/performance
78551,Charles Cao | Founder of SharesGrow.com,56,,,656622.6,842,0.8456,2.85,1421.572,-2733.4224,554174.8,2024-09-09,2026-09-22,321,0.8224,5.3246,63327.0691,10.3688,-47383.7394,50845.0665,0.4231,3,3,OPT:5,1154.4833,False,,https://kinfo.com/portfolio/78551/performance
87210,Tommy Knoxville,57,,23,643975.6,13336,0.8031,1.95,123.1854,-257.1744,101431.07,2017-03-10,2026-09-22,1487,0.8124,2.8517,50509.38,12.7496,-50509.38,30387.46,0.6883,9,10,STK:5,1.5,False,@greenpennyman,https://kinfo.com/portfolio/87210/performance
27452,Xavi Comas,58,,24,635018.15,8663,0.7592,1.61,289.1324,-564.7481,264279.1,2023-12-04,2026-09-22,689,0.7939,4.0198,50790.02,12.5028,-27995.3267,10222.2002,0.3903,4,4,STK:5,,False,@xavier_comas,https://kinfo.com/portfolio/27452/performance
86064,Trader YC,59,,25,619296.88,14664,0.4716,1.16,691.2414,-532.2056,258151.86,2025-05-19,2026-07-13,257,0.5992,2.9459,89923.4648,6.8869,-51435.61,89217.71,0.7571,2,2,STK:5,0.0,False,@ChillTrading_YC,https://kinfo.com/portfolio/86064/performance
77177,rtamtrades,60,,26,565725.75,440,0.3568,3.68,4947.1565,-745.5047,565725.75,2025-10-08,2026-08-31,129,0.4264,3.3809,25549.824,22.1421,-13810.37,197257.402,0.8096,2,2,STK:5,4276.6333,False,@ryanmtam,https://kinfo.com/portfolio/77177/performance
89894,binh,61,,,565509.23,920,0.5359,1.61,3023.6839,-2166.6673,570079.81,2025-08-27,2026-02-05,107,0.5514,3.6088,100860.15,5.6069,-53562.87,118630.19,0.7373,2,2,OPT:5,242.2833,False,,https://kinfo.com/portfolio/89894/performance
36612,robg_,62,,,544053.58,36366,0.3195,1.07,733.9886,-322.6741,-31368.03,2020-03-09,2026-07-16,1464,0.5041,1.1055,133295.15,4.0816,-23757.66,33862.97,1.9105,6,7,OPT:5,53.3833,False,@robgray_,https://kinfo.com/portfolio/36612/performance
97139,amitsharma10,63,,,541020.5,942,0.7219,4.44,1027.0054,-600.5465,212122.45,2023-10-09,2026-09-21,256,0.7852,3.4252,36805.371,14.6995,-31325.071,87459.8,0.8175,4,4,STK:4;OPT:1,155440.4833,False,,https://kinfo.com/portfolio/97139/performance
16790,HL Financial Strats,64,,,540449.95,706,0.9589,4.38,1034.4696,-5513.3083,459281.64,2025-05-09,2026-09-22,256,0.9727,5.8464,55369.74,9.7607,-35296.16,44583.46,0.3462,2,2,OPT:5,0.0,False,@hlfinancial,https://kinfo.com/portfolio/16790/performance
12685,SystematicT,65,,27,533211.79,1076,0.3717,2.02,2640.0302,-773.3699,412736.21,2022-07-11,2026-09-01,314,0.4522,1.9445,68100.3766,7.8298,-43711.9393,125410.6146,1.2888,4,5,STK:5,47520.0,False,,https://kinfo.com/portfolio/12685/performance
61941,Kasiope,66,,,529071.51,9664,0.4843,1.03,3454.019,-3137.1865,118439.92,2025-03-10,2026-09-22,395,0.6051,0.8046,298464.19,1.7726,-144829.48,121030.79,2.2248,2,2,OPT:5,1440.0,False,,https://kinfo.com/portfolio/61941/performance
28493,Ryguyver,67,,,521369.9,9894,0.6497,1.72,233.522,-251.937,-16140.68,2021-04-01,2026-09-22,1286,0.6151,3.2049,28354.09,18.3878,-12567.59,22470.51,0.6396,5,6,STK:5,,False,@Ryan_McGaw,https://kinfo.com/portfolio/28493/performance
59429,Vrso,68,,,516303.53,931,0.8464,1.21,3702.9518,-16794.429,155458.12,2024-09-13,2025-11-14,213,0.7793,0.9958,693592.0469,0.7444,-382123.5326,186823.2505,1.4908,2,2,OPT:5,6160.05,False,,https://kinfo.com/portfolio/59429/performance
80063,Tori.Trades,69,4,,514643.1,137,0.635,2.76,9271.9943,-5840.408,1883.0,2022-10-07,2025-11-04,119,0.6303,4.3778,138884.0,3.7056,-36894,90602,0.5204,4,4,FUT:5,120.2333,False,@toritrades,https://kinfo.com/portfolio/80063/performance
82971,Hannah8,70,,,447241.35,899,0.7186,3.09,1023.6423,-845.9747,423661.55,2025-07-24,2026-09-19,210,0.7524,1.2556,66508.63,6.7246,-31459.03,387960.34,1.009,1,2,OPT:1;STK:4,3.35,False,@https://www.instagram.com/hannahtrades8,https://kinfo.com/portfolio/82971/performance
29261,Terrible Trader,71,,28,420346.61,750,0.5693,1.3,4292.3449,-4373.0176,-12204.35,2022-08-11,2026-09-14,465,0.6043,1.7101,126779.73,3.3156,-39361.88,34762.76,1.0506,3,5,STK:5,,False,,https://kinfo.com/portfolio/29261/performance
31147,Mike Tsai,72,,,420013.06,727,0.6726,5.01,1072.986,-439.8196,170084.22,2022-03-29,2026-07-28,265,0.6981,2.0268,24891.66,16.8736,-17254.88,137619.6,1.0852,5,5,OPT:5,1536.45,False,@,https://kinfo.com/portfolio/31147/performance
70646,Niche,73,,29,418817.78,11375,0.4838,1.36,290.4224,-200.8475,22753.54,2020-06-01,2026-09-22,1566,0.6743,2.5702,23735.34,17.6453,-19789.5,20794.5,0.6985,7,7,STK:5,17.1,False,,https://kinfo.com/portfolio/70646/performance
103506,harsheet,74,,,411959.47,2538,0.6533,4.0,331.1726,-155.8235,292743.01,2017-05-30,2026-09-22,718,0.6588,1.1309,17080.544,24.1186,-7431.228,192545.92,0.9501,7,9,OPT:5,18720.0,False,,https://kinfo.com/portfolio/103506/performance
99797,RockyTheMonk,75,,30,406498.36,1804,0.8171,2.19,507.8558,-1036.6094,232278.55,2024-08-01,2026-09-22,497,0.837,1.9273,74487.39,5.4573,-74487.39,98321.34,0.8713,3,3,STK:5,0.0,False,,https://kinfo.com/portfolio/99797/performance
91579,wamo88,76,,,394353.9,429,0.4382,1.23,11033.8043,-6970.8073,-13697.12,2022-01-07,2026-07-01,202,0.4752,1.0033,200703.4235,1.9649,-178144.3524,254022.507,2.3229,3,5,OPT:4;FOP:1,11614.1167,False,,https://kinfo.com/portfolio/91579/performance
58505,Mykola,77,5,,380617.45,776,0.4459,1.16,8202.763,-5713.3937,98686.07,2023-01-05,2026-09-14,309,0.4498,1.1302,200488.3552,1.8985,-99074.0218,111243.5532,1.9779,4,4,STK:5,91006.3333,False,,https://kinfo.com/portfolio/58505/performance
98600,Neyale Trader,78,,,377678.04,1614,0.6264,2.03,735.9855,-607.634,338935.82,2024-04-17,2026-09-22,283,0.6749,4.4338,32972.16,11.4545,-13553.24,45057.08,0.5794,3,3,STK:3;OPT:2,0.0,False,,https://kinfo.com/portfolio/98600/performance
97419,GerardGarcia,79,6,,363616.78,694,0.5937,1.39,3138.6612,-3296.1406,363616.78,2026-05-06,2026-09-14,64,0.6406,3.5879,72814.914,4.9937,-36913.2,120877.26,0.7047,1,1,STK:5,0.0,True,,https://kinfo.com/portfolio/97419/performance
93234,Albeezy0,80,,,357859.93,1196,0.7383,1.22,2280.5959,-5290.4353,356852.37,2025-09-12,2026-09-22,221,0.7014,0.8483,366443.17,0.9766,-231458.27,108107.37,2.1536,1,2,OPT:5,5760.0,False,,https://kinfo.com/portfolio/93234/performance
57456,BrunoV,81,7,,342820.35,1853,0.565,1.44,1085.2053,-980.9662,264731.57,2024-11-20,2026-09-22,315,0.6095,1.6722,110824.0816,3.0934,-34457.3291,131499.0792,1.2835,3,3,STK:5,1396.05,False,,https://kinfo.com/portfolio/57456/performance
87763,vonHoditz,82,,31,337996.15,5820,0.5765,1.21,578.437,-649.554,231183.07,2024-09-03,2026-09-22,520,0.5712,2.5318,55579.0653,6.0814,-14794.1606,21636.2138,0.8104,3,3,STK:5,5624.1,False,,https://kinfo.com/portfolio/87763/performance
101070,AlexHarit,83,,,333767.77,4498,0.8582,1.48,266.525,-1089.3713,267840.11,2019-05-15,2026-09-22,632,0.8244,1.398,110618.411,3.0173,-91012.863,60208.06,1.186,8,8,OPT:5,4528.9833,False,,https://kinfo.com/portfolio/101070/performance
84709,dreonk,84,,,327049.52,399,0.8897,6.45,1090.358,-1364.2627,344982.66,2023-06-22,2026-09-10,236,0.8347,1.534,41833.0675,7.818,-39429.6837,215925.9218,0.8884,2,4,OPT:5,21667.0,False,,https://kinfo.com/portfolio/84709/performance
86163,SHYAMAL,85,,32,324032.1,296,0.6453,1.3,7323.7853,-10236.2943,324032.1,2026-01-05,2026-06-30,66,0.7273,1.5326,224400.65,1.444,-224400.65,151443.13,1.0961,1,1,OTHER:4;STK:1,7200.0,True,,https://kinfo.com/portfolio/86163/performance
106343,OptionWheeler_X,86,,,320963.02,651,0.9032,3.04,813.0995,-2494.2773,189417.09,2024-11-15,2026-09-21,209,0.9043,4.7958,33067.46,9.7063,-17838.29,37555.52,0.5205,2,3,OPT:5,9326.5167,False,@optionwheeler_x,https://kinfo.com/portfolio/106343/performance
100505,NingNingNingNingNing,87,,,320248.24,374,0.738,1.42,3912.9871,-7752.4103,320248.24,2026-02-13,2026-09-18,105,0.6571,1.9251,173200.39,1.849,-146819.89,149836.5,0.9785,1,1,SPREAD:3;OPT:2,39478.5083,False,,https://kinfo.com/portfolio/100505/performance
62780,rw44,88,8,,317917.67,6112,0.4809,1.19,686.2136,-535.4094,373440.04,2024-01-19,2026-09-22,554,0.6155,1.8256,102563.8678,3.0997,-30474.0833,44442.7843,1.1371,2,3,FUT:1;OPT:4,380.5167,False,@ryanwu4444,https://kinfo.com/portfolio/62780/performance
102063,vikas1975,89,,,305445.29,1224,0.6005,1.36,1578.7531,-1748.34,305445.29,2025-09-26,2026-09-22,157,0.7389,1.6142,52222.0,5.849,-16056,236942.35,0.9617,2,2,OPT:5,17494.05,False,,https://kinfo.com/portfolio/102063/performance
66760,sannemesis,90,,33,299666.84,2649,0.7897,1.11,1483.4631,-5033.6408,322571.3,2024-09-09,2026-09-11,410,0.761,0.6256,301796.48,0.9929,-202601.95,68163.16,1.5763,1,3,OTHER:2;STK:3,43.0,False,,https://kinfo.com/portfolio/66760/performance
33503,SDZoom,91,,,296060.24,5772,0.5144,1.12,901.1391,-848.884,270662.42,2025-07-01,2026-09-22,305,0.6885,5.3994,42381.93,6.9855,-12967.83,10931.67,0.3269,2,2,OPT:5,0.0,True,,https://kinfo.com/portfolio/33503/performance
14291,kzk,92,,34,294588.8,3460,0.8292,1.44,391.4789,-1320.3977,-2390.74,2020-09-10,2026-09-22,1245,0.7791,1.1504,65925.24,4.4685,-52055.55,9575.99,0.8685,5,7,STK:5,0.0,False,,https://kinfo.com/portfolio/14291/performance
95355,ggtrader,93,,,287421.53,505,0.6059,1.35,3620.4537,-4122.8006,73354.56,2024-03-07,2026-03-10,176,0.6591,2.0806,96114.42,2.9904,-54774.12,85739.18,1.042,2,3,OPT:5,0.3,False,,https://kinfo.com/portfolio/95355/performance
19039,BetE1gEusE,94,,35,271107.18,3346,0.4154,1.6,546.1364,-243.1952,47889.15,2021-02-09,2026-09-22,1171,0.4987,2.3948,24183.9757,11.2102,-14016.43,12470.22,1.0339,6,6,STK:5,7.5167,False,,https://kinfo.com/portfolio/19039/performance
24668,Kandyman,95,,,266680.44,2535,0.5507,2.21,353.9155,-196.4753,169699.04,2020-03-31,2026-09-22,857,0.4819,2.5598,15536.9,17.1643,-14442.17,33278.681,0.9224,5,6,OPT:1;STK:4,,False,,https://kinfo.com/portfolio/24668/performance
12154,Naoufel Taief  Algo account,96,9,,264293.11,6852,0.4447,1.04,2064.9465,-1584.0231,-5232.26,2019-01-02,2026-09-22,1894,0.4715,0.6707,68145.3296,3.8784,-47898.5762,51017.8331,3.0766,6,8,STK:5,17284.0333,True,@ultrainstint18,https://kinfo.com/portfolio/12154/performance
